year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1649,1640,1600,6,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1641,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1641,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1648,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1648,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,48,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1647,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,4,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1647,1640,1600,1,1.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1647,1640,1600,1,1.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1647,1640,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,West Dunbartonshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Argyll and Bute,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1642,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1646,1640,1600,1,0.0,,Perthshire and Kinross,Scotland,United Kingdom,,,Goodare et al. (2003)
1646,1640,1600,1,0.0,,Perthshire and Kinross,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1648,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1645,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1645,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,1.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1642,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1644,1640,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1642,1640,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1643,1640,1600,1,0.0,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1649,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1642,1640,1600,1,0.0,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,6,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Aberdeenshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,1.0,,Clackmannanshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1657,1650,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,0.0,,Stirling,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Dunbartonshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Dunbartonshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Dunbartonshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Aberdeenshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Aberdeenshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,1.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,1.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,South Lanarkshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Argyll and Bute,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1652,1650,1600,1,,,Highland,Scotland,United Kingdom,,,Goodare et al. (2003)
1652,1650,1600,3,,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1655,1650,1600,1,,,Highland,Scotland,United Kingdom,,,Goodare et al. (2003)
1655,1650,1600,1,,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1655,1650,1600,1,,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1656,1650,1600,1,,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,0.0,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,1.0,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1656,1650,1600,1,0.0,,,Scotland,United Kingdom,,,Goodare et al. (2003)
1652,1650,1600,1,,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1654,1650,1600,1,,,Aberdeenshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1655,1650,1600,1,,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1656,1650,1600,1,0.0,,Perthshire and Kinross,Scotland,United Kingdom,,,Goodare et al. (2003)
1656,1650,1600,1,0.0,,Perthshire and Kinross,Scotland,United Kingdom,,,Goodare et al. (2003)
1653,1650,1600,1,0.0,,Orkney Islands,Scotland,United Kingdom,,,Goodare et al. (2003)
1656,1650,1600,1,,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1657,1650,1600,1,,,Edinburgh,Scotland,United Kingdom,,,Goodare et al. (2003)
1657,1650,1600,1,,,West Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1657,1650,1600,1,,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1657,1650,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1657,1650,1600,1,,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Renfrewshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,East Lothian,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,Highland,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,,,Scottish Borders,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,0.0,,Dumfries and Galloway,Scotland,United Kingdom,,,Goodare et al. (2003)
1659,1650,1600,1,0.0,,Angus,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
1650,1650,1600,1,,,Fife,Scotland,United Kingdom,,,Goodare et al. (2003)
1658,1650,1600,1,0.0,,South Ayrshire,Scotland,United Kingdom,,,Goodare et al. (2003)
